window,schools,applicants,admits,weighted_admit_rate,gpa_admit_slope,gpa_admit_corr,avg_applicant_gpa,avg_admit_gpa,avg_enrollee_gpa,enrollee_applicant_gpa_gap,enrollee_admit_gpa_gap
Post-test-blind (2022-2025),247,108729,79941,0.7352316309356289,0.049680435083184024,0.06521190562156352,3.8910948727806836,3.958090697473872,4.047214066594367,0.1544989518817124,0.08747219233960757
Pre-test-blind (2017-2019),230,69447,45175,0.6504960617449278,0.2141315888422955,0.2506567329247162,3.8912492321092915,3.9613114957831934,4.047195143214904,0.15758275654312856,0.08892890485898251
